nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04437121,"ClinicalTrials.gov processed this data on January 29, 2021",6/15/2020,,,6/17/2020,6/17/2020,6/18/2020,Actual,,,,,,,6/17/2020,6/18/2020,Actual,"April 30, 2020",Actual,4/30/2020,June 2020,6/30/2020,"May 24, 2020",Actual,5/24/2020,"May 24, 2020",Actual,5/24/2020,,Observational,COV-EAT,,Dietary and Lifestyle Habits During the Pandemic of COVID-19 in Greece,Dietary and Lifestyle Habits of Children and Adolescents and Their Parents During the Pandemic of COVID-19 in Greece: The COV-EAT Study,Completed,,,397,Actual,University of Thessaly,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,All IPD that underlie results in a publication,2/1/2021 7:16:30 AM,2/1/2021 7:16:30 AM
NCT04425889,"ClinicalTrials.gov processed this data on January 29, 2021",6/6/2020,,,6/10/2020,6/9/2020,6/11/2020,Actual,,,,,,,6/10/2020,6/12/2020,Actual,"May 5, 2020",Actual,5/5/2020,June 2020,6/30/2020,"June 1, 2020",Actual,6/1/2020,"May 30, 2020",Actual,5/30/2020,,Observational,,,COVID-19 Antibodies Among Healthcare Workers,Prevalence of SARS-CoV-2 Antibodies Among Healthcare Workers in a COVID-19 Unit,Completed,,,156,Actual,Hospital Universitario Dr. Jose E. Gonzalez,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:18:08 AM,2/1/2021 7:18:08 AM
NCT04424771,"ClinicalTrials.gov processed this data on January 29, 2021",6/7/2020,,,7/23/2020,6/8/2020,6/11/2020,Actual,,,,,,,7/23/2020,7/27/2020,Actual,"March 1, 2020",Actual,3/1/2020,July 2020,7/31/2020,"July 1, 2020",Actual,7/1/2020,"June 30, 2020",Actual,6/30/2020,,Observational,,,Post-traumatic Stress Disease in Health Workers During COVID-19 Pandemia,PTSD in Health Workers During COVID-19 Pandemia,Completed,,,800,Actual,Piazza della Vittoria 14 Studio Medico - Ginecologia e Ostetricia,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:18:16 AM,2/1/2021 7:18:16 AM
NCT04395755,"ClinicalTrials.gov processed this data on January 29, 2021",5/19/2020,,,7/26/2020,5/19/2020,5/20/2020,Actual,,,,,,,7/26/2020,7/28/2020,Actual,"April 1, 2020",Actual,4/1/2020,July 2020,7/31/2020,"May 15, 2020",Actual,5/15/2020,"May 15, 2020",Actual,5/15/2020,,Observational,,,Impact of COVID-19 on Psychological Status in Case of IVF Interrupted or Postponed,Impact of COVID-19 Pandemic on the Psychological Status of Infertile Patients Who Had in Vitro Fertilization Treatment Interrupted or Postponed,Completed,,,503,Actual,Ospedale Policlinico San Martino,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:22:07 AM,2/1/2021 7:22:07 AM
NCT04501991,"ClinicalTrials.gov processed this data on January 29, 2021",8/5/2020,,,8/5/2020,8/5/2020,8/6/2020,Actual,,,,,,,8/5/2020,8/6/2020,Actual,"March 11, 2020",Actual,3/11/2020,August 2020,8/31/2020,"June 30, 2020",Actual,6/30/2020,"May 4, 2020",Actual,5/4/2020,,Observational,,,Short-term Impact of COVID-19 Lockdown on Metabolic Control of Type 2 Diabetes,Determining the Impact of COVID-19 Lockdown on Metabolic Control in Individuals With Type 2 Diabetes,Completed,,,114,Actual,University of Pisa,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:07:51 AM,2/1/2021 7:07:51 AM
NCT04497818,"ClinicalTrials.gov processed this data on January 29, 2021",8/1/2020,,,8/1/2020,8/1/2020,8/4/2020,Actual,,,,,,,8/1/2020,8/4/2020,Actual,"June 16, 2020",Actual,6/16/2020,August 2020,8/31/2020,"July 25, 2020",Actual,7/25/2020,"July 16, 2020",Actual,7/16/2020,,Observational,,,Correlation Fear of COVID-19 & Dental Treatment Anxiety,Correlation of Fear of COVID-19 Infection and Dental Treatment Anxiety Among Netizens: A Cross-sectional Study.,Completed,,,385,Actual,Qassim University,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,The Research data will be available to the Principal Investigator. On requirement the data will be shared to whomsoever after consultation with the concerned higher authorities in the College of Applied Health sciences in Ar rass. The descriptive & analytical data will be used for scientific publication.,2/1/2021 7:08:23 AM,2/1/2021 7:08:23 AM
NCT04423315,"ClinicalTrials.gov processed this data on January 29, 2021",6/5/2020,,,9/21/2020,6/5/2020,6/9/2020,Actual,,,,,,,9/21/2020,9/23/2020,Actual,"June 8, 2020",Actual,6/8/2020,September 2020,9/30/2020,"July 20, 2020",Actual,7/20/2020,"July 15, 2020",Actual,7/15/2020,,Observational,Covid-19,,Thrombosis Risk Assessment and Clinical Presentation of Covid-19 Pneumonia,Thrombosis Risk Assessment May Predict Clinical Presentation and Length of Hospital Stay in Covid-19 Pneumonia,Completed,,,70,Actual,Nisantasi University,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,IPD excluding names and personal identity numbers will be shared when the research is ready to be submitted for publication,2/1/2021 7:18:28 AM,2/1/2021 7:18:28 AM
NCT04387214,"ClinicalTrials.gov processed this data on January 29, 2021",5/12/2020,,,9/6/2020,5/12/2020,5/13/2020,Actual,,,,,,,9/6/2020,9/9/2020,Actual,"April 13, 2020",Actual,4/13/2020,September 2020,9/30/2020,"August 10, 2020",Actual,8/10/2020,"August 10, 2020",Actual,8/10/2020,,Observational,,,COVID-19 Pandemic and Academic Performance of Veterinary Students,The Impact of COVID-19 Pandemic on the Academic Performance of Veterinary Medical Students and Researchers,Completed,,,1426,Actual,South Valley University,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:24:13 AM,2/1/2021 7:24:13 AM
NCT04352582,"ClinicalTrials.gov processed this data on January 29, 2021",4/13/2020,,,11/11/2020,4/15/2020,4/20/2020,Actual,,,,,,,11/11/2020,11/13/2020,Actual,"April 14, 2020",Actual,4/14/2020,November 2020,11/30/2020,"April 30, 2020",Actual,4/30/2020,"April 30, 2020",Actual,4/30/2020,,Observational,VACAT,,COVID-19 and Vaccination Attitudes,COVID-19 and Vaccination Attitudes,Completed,,,1194,Actual,"University Hospital, Geneva",,,1,,False,,,,False,False,False,,,,,,,,,Undecided,Replication data to be shared yet anonymized,2/1/2021 7:29:33 AM,2/1/2021 7:29:33 AM
NCT04456010,"ClinicalTrials.gov processed this data on January 29, 2021",6/15/2020,,,12/28/2020,7/1/2020,7/2/2020,Actual,,,,,,,12/28/2020,12/29/2020,Actual,"June 1, 2020",Actual,6/1/2020,December 2020,12/31/2020,"July 30, 2020",Actual,7/30/2020,"July 30, 2020",Actual,7/30/2020,,Observational,COVAPEX,,COVID-19 in ART: Perception and Experience,Assessing the Perception and the Personal Experience of the COVID19 Pandemic Among Infertile Couples Undergoing Assisted Reproductive Treatment (ART),Completed,,,600,Actual,"University Hospital, Montpellier",,,1,,False,,,,False,False,False,,,,,,,,,Undecided,NC,2/1/2021 7:14:03 AM,2/1/2021 7:14:03 AM
NCT04448405,"ClinicalTrials.gov processed this data on January 29, 2021",6/19/2020,,,12/28/2020,6/24/2020,6/25/2020,Actual,,,,,,,12/28/2020,12/29/2020,Actual,"June 18, 2020",Actual,6/18/2020,December 2020,12/31/2020,"October 30, 2020",Actual,10/30/2020,"October 1, 2020",Actual,10/1/2020,,Observational,,,Covid-19 Lockdown and Deviant Sexual Fantasies,Descriptive Study on the Impact of Covid-19 Lockdown on Deviant Sexual Fantasies,Completed,,,100,Actual,"University Hospital, Montpellier",,,1,,False,,,,False,False,False,,,,,,,,,Undecided,NC,2/1/2021 7:15:03 AM,2/1/2021 7:15:03 AM
NCT04452695,"ClinicalTrials.gov processed this data on January 29, 2021",6/29/2020,,,1/25/2021,6/29/2020,6/30/2020,Actual,,,,,,,1/25/2021,1/26/2021,Actual,"March 10, 2020",Actual,3/10/2020,January 2021,1/31/2021,"August 10, 2020",Actual,8/10/2020,"August 3, 2020",Actual,8/3/2020,,Observational,,,Acceptability of Telehealth Triage Using Robotic Systems in COVID-19,Acceptability of Telehealth Triage Using Robotic Systems in COVID-19,Completed,,,40,Actual,Brigham and Women's Hospital,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:14:28 AM,2/1/2021 7:14:28 AM
NCT04355442,"ClinicalTrials.gov processed this data on January 29, 2021",4/16/2020,,,7/28/2020,4/20/2020,4/21/2020,Actual,,,,,,,7/28/2020,7/29/2020,Actual,"April 1, 2020",Actual,4/1/2020,April 2020,4/30/2020,"May 30, 2020",Actual,5/30/2020,"May 1, 2020",Actual,5/1/2020,,Observational,Traumax,,Evolution of Facial Trauma During COVID Containment Measures,Evolution of Maxillofacial Trauma Activity During COVID-19 Containment Measures: a French Multicentric Comparative Observational Study,Completed,,,300,Actual,"University Hospital, Montpellier",,,2,,False,,,,False,False,False,,,,,,,,,Undecided,NC,2/1/2021 7:29:03 AM,2/1/2021 7:29:03 AM
NCT04444557,"ClinicalTrials.gov processed this data on January 29, 2021",6/21/2020,,,6/22/2020,6/22/2020,6/23/2020,Actual,,,,,,,6/22/2020,6/23/2020,Actual,"April 17, 2020",Actual,4/17/2020,June 2020,6/30/2020,"May 1, 2020",Actual,5/1/2020,"May 1, 2020",Actual,5/1/2020,,Observational,COST-HD,,Effect of COvid-19 on Mental Health in Syrian and Turkish Maintenance HemoDialysis Patients: COST-HD Study,Effect of COvid-19 on Mental Health in Syrian and Turkish Maintenance HemoDialysis Patients: COST-HD Study,Completed,,,97,Actual,Sisli Hamidiye Etfal Training and Research Hospital,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,"If requested, IPD will be shared",2/1/2021 7:15:34 AM,2/1/2021 7:15:34 AM
NCT04417374,"ClinicalTrials.gov processed this data on January 29, 2021",6/3/2020,,,7/28/2020,6/3/2020,6/4/2020,Actual,,,,,,,7/28/2020,7/29/2020,Actual,"May 1, 2020",Actual,5/1/2020,July 2020,7/31/2020,"June 30, 2020",Actual,6/30/2020,"May 30, 2020",Actual,5/30/2020,,Observational,HoCoPsy,,"Caracteristics of the Patients Hospitalized With Unvonluntary Commitment Procedure, in the Context COVID-19","Caracteristics of the Patients Hospitalized With Unvonluntary Commitment Procedure, in Pandemic and Confinement Context",Completed,,,94,Actual,"University Hospital, Montpellier",,,2,,False,,,,False,False,False,,,,,,,,,Undecided,NC,2/1/2021 7:19:12 AM,2/1/2021 7:19:12 AM
NCT04357418,"ClinicalTrials.gov processed this data on January 29, 2021",4/16/2020,,,7/31/2020,4/18/2020,4/22/2020,Actual,,,,,,,7/31/2020,8/3/2020,Actual,"April 1, 2020",Actual,4/1/2020,July 2020,7/31/2020,"June 30, 2020",Actual,6/30/2020,"June 30, 2020",Actual,6/30/2020,,Observational,ICOS,,Psychological Outcome of COVID-19 Lockdown on Psychiatric Hospital Staff and Close Relatives,Psychological Outcome of COVID-19 Lockdown on Psychiatric Hospital Staff and Close Relatives (ICOS),Completed,,,187,Actual,"Centre hospitalier de Ville-Evrard, France",,,2,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:28:45 AM,2/1/2021 7:28:45 AM
NCT04344145,"ClinicalTrials.gov processed this data on January 29, 2021",4/9/2020,,,9/6/2020,4/9/2020,4/14/2020,Actual,,,,,,,9/6/2020,9/9/2020,Actual,"April 16, 2020",Actual,4/16/2020,September 2020,9/30/2020,"May 29, 2020",Actual,5/29/2020,"May 25, 2020",Actual,5/25/2020,,Observational,,,Exhaustion and Needs in Frontline COVID-19 Healthcare Workers: Cross-sectional Study in a Belgian Population,"Burnout, Emotional Distress and Needs in Frontline COVID-19 Healthcare Workers: Cross-sectional Study in a Belgian Population",Completed,,,693,Actual,Université Libre de Bruxelles,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,Local Ethics Committee has not yet approved the study. No plan has therefore been done for the IPD sharing.,2/1/2021 7:31:06 AM,2/1/2021 7:31:06 AM
NCT04400877,"ClinicalTrials.gov processed this data on January 29, 2021",5/22/2020,,,11/25/2020,5/22/2020,5/26/2020,Actual,,,,,,,11/25/2020,11/27/2020,Actual,"June 8, 2020",Actual,6/8/2020,November 2020,11/30/2020,"September 30, 2020",Actual,9/30/2020,"July 30, 2020",Actual,7/30/2020,,Observational,,,Prevalence and Severity of Venous Thromboembolism in a General Population During the COVID-19 Pandemic,Prevalence and Severity of Venous Thromboembolism in a General Population During the COVID-19 Pandemic,Completed,,,7795,Actual,"University Hospital, Linkoeping",,,2,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:21:23 AM,2/1/2021 7:21:23 AM
NCT04339387,"ClinicalTrials.gov processed this data on January 29, 2021",4/6/2020,,,11/26/2020,4/6/2020,4/9/2020,Actual,,,,,,,11/26/2020,11/30/2020,Actual,"March 1, 2020",Actual,3/1/2020,November 2020,11/30/2020,"April 26, 2020",Actual,4/26/2020,"April 26, 2020",Actual,4/26/2020,,Observational,,,COVID-19 Risk Stratification,COVID-19 Risk Stratification,Completed,,,1326,Actual,Brigham and Women's Hospital,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,Investigators may provide reasonable requests for IPD. These requests will be reviewed by the study team and institution on a case by case basis.,2/1/2021 7:31:54 AM,2/1/2021 7:31:54 AM
NCT04688840,"ClinicalTrials.gov processed this data on January 29, 2021",12/14/2020,,,12/29/2020,12/29/2020,12/30/2020,Actual,,,,,,,12/29/2020,12/30/2020,Actual,"January 1, 2020",Actual,1/1/2020,December 2020,12/31/2020,"December 1, 2020",Actual,12/1/2020,"September 1, 2020",Actual,9/1/2020,,Observational,,,Smartphone Application: A Possible Solution for Follow up of Patients With Hip Arthroplasty,Smartphone Application: A Possible Solution for Follow up of Patients With Hip Arthroplasty During COVID-19 Pandemic,Completed,,,167,Actual,Tanta University,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,when i publish the data,2/1/2021 6:42:52 AM,2/1/2021 6:42:52 AM
NCT04668937,"ClinicalTrials.gov processed this data on January 29, 2021",12/11/2020,,,12/11/2020,12/11/2020,12/16/2020,Actual,,,,,,,12/11/2020,12/16/2020,Actual,"March 18, 2020",Actual,3/18/2020,December 2020,12/31/2020,"June 30, 2020",Actual,6/30/2020,"March 18, 2020",Actual,3/18/2020,,Observational,,,Conséquences of the COVID-19 Lockdown Measures on the CHRU Nancy Pediatric Emergency Services,Conséquences of the COVID-19 Lockdown Measures on the CHRU Nancy,Completed,,,11000,Actual,"Central Hospital, Nancy, France",,,2,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:45:23 AM,2/1/2021 6:45:23 AM
NCT04659876,"ClinicalTrials.gov processed this data on January 29, 2021",12/8/2020,,,12/8/2020,12/8/2020,12/9/2020,Actual,,,,,,,12/8/2020,12/9/2020,Actual,"March 22, 2020",Actual,3/22/2020,December 2020,12/31/2020,"December 8, 2020",Actual,12/8/2020,"September 1, 2020",Actual,9/1/2020,,Observational,,,Factors Affecting Mortality in Critical Patients Admitted to Intensive Care Unit Due to COVID 19,Clinical Characteristics and Laboratory Values Affecting Mortality in Critical COVID 19 Patients Followed in the Intensive Care Unit,Completed,,,445,Actual,Saglik Bilimleri Universitesi Gazi Yasargil Training and Research Hospital,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:46:34 AM,2/1/2021 6:46:34 AM
NCT04531345,"ClinicalTrials.gov processed this data on January 29, 2021",8/27/2020,,,1/11/2021,8/27/2020,8/28/2020,Actual,,,,,,,1/11/2021,1/12/2021,Actual,"October 1, 2020",Actual,10/1/2020,January 2021,1/31/2021,"November 15, 2020",Actual,11/15/2020,"November 1, 2020",Actual,11/1/2020,,Observational,,,Cytokine Status of Covid-19 Patients,The Cytokine Status of Covid-19 Patients,Completed,,,60,Actual,Istanbul Training and Research Hospital,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:03:55 AM,2/1/2021 7:03:55 AM
NCT04531319,"ClinicalTrials.gov processed this data on January 29, 2021",8/27/2020,,,1/11/2021,8/27/2020,8/28/2020,Actual,,,,,,,1/11/2021,1/12/2021,Actual,"August 15, 2020",Actual,8/15/2020,January 2021,1/31/2021,"October 1, 2020",Actual,10/1/2020,"October 1, 2020",Actual,10/1/2020,,Observational,,,Immune Cell Subgroups in Covid 19 Patients,Evaluation of Immune Cell Subgroups in Covid 19 Patients,Completed,,,50,Actual,Istanbul Training and Research Hospital,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:03:56 AM,2/1/2021 7:03:56 AM
NCT04669509,"ClinicalTrials.gov processed this data on January 29, 2021",12/14/2020,,,12/14/2020,12/14/2020,12/16/2020,Actual,,,,,,,12/14/2020,12/16/2020,Actual,"April 1, 2020",Actual,4/1/2020,December 2020,12/31/2020,"December 14, 2020",Actual,12/14/2020,"October 1, 2020",Actual,10/1/2020,,Observational,,,Effect of Liver Injury on Mortality in Coronavirus Disease-2019 Patients Admitted to Intensive Care Unit,Effect of Liver Injury on Mortality in Coronavirus Disease-2019 Patients Admitted to Intensive Care Unit,Completed,,,532,Actual,Saglik Bilimleri Universitesi Gazi Yasargil Training and Research Hospital,,,3,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:45:19 AM,2/1/2021 6:45:19 AM
NCT04700254,"ClinicalTrials.gov processed this data on January 29, 2021",1/6/2021,,,1/22/2021,1/6/2021,1/7/2021,Actual,,,,,,,1/22/2021,1/25/2021,Actual,"December 28, 2020",Actual,12/28/2020,January 2021,1/31/2021,"January 11, 2021",Actual,1/11/2021,"January 11, 2021",Actual,1/11/2021,,Observational,,,"Anxiety, Depression and Eating Attitudes of Diabetes Mellitus Patients During COVID-19 Lockdown in Greece","The Effect of COVID-19 National Lockdown on People With Diabetes Mellitus Regarding Their Anxiety, Depression and Eating Attitudes, in Relation to Adjusted Work and Family Conditions",Completed,,,150,Actual,Chania General Hospital St. George,,,3,,False,,,,False,False,False,,,,,,,,,Undecided,contact via e-mail,2/1/2021 6:41:25 AM,2/1/2021 6:41:25 AM
NCT04581070,"ClinicalTrials.gov processed this data on January 29, 2021",5/29/2020,,,10/28/2020,10/8/2020,10/9/2020,Actual,,,,,,,10/28/2020,10/30/2020,Actual,"April 29, 2020",Actual,4/29/2020,October 2020,10/31/2020,"October 9, 2020",Actual,10/9/2020,"October 9, 2020",Actual,10/9/2020,,Observational,,,The COVID-IYON Study - Study Examining Data Pertaining to Clinical Outcomes and Organisational Responses to the 2020 SARS-CoV-2 Pandemic,"COVID-IYON Study. Prospective, Multisite, Descriptive, Observational Clinical/Epidemiological Study Examining Data Pertaining to Clinical Outcomes and Organizational Responses to the 2020 SARS-Coronavirus-2 (SARS-CoV-2) Pandemic",Terminated,,,4,Actual,Cancer Trials Ireland,,,,Study stopped due to low accrual,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:57:11 AM,2/1/2021 6:57:11 AM
NCT04472078,"ClinicalTrials.gov processed this data on January 29, 2021",7/12/2020,,,12/13/2020,7/13/2020,7/15/2020,Actual,,,,,,,12/13/2020,12/17/2020,Actual,"June 10, 2020",Actual,6/10/2020,December 2020,12/31/2020,"December 11, 2020",Actual,12/11/2020,"June 26, 2020",Actual,6/26/2020,1 Day,Observational [Patient Registry],,,"Seroprevalence of Coronavirus Disease 2019 (COVID-19) Antibodies in a Vulnerable Neighbourhood, Buenos Aries Argentina","Seroprevalence of Antibodies to Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-COV-2) in a Vulnerable Neighbourhood, Buenos Aries Argentina",Completed,,,873,Actual,Hospital Italiano de Buenos Aires,,,,,False,,,,False,False,False,,,,,,,,,Undecided,undecided,2/1/2021 7:11:45 AM,2/1/2021 7:11:45 AM
NCT04336345,"ClinicalTrials.gov processed this data on January 29, 2021",4/2/2020,,,11/6/2020,4/3/2020,4/7/2020,Actual,,,,,,,11/6/2020,11/10/2020,Actual,"April 1, 2020",Actual,4/1/2020,October 2020,10/31/2020,"June 4, 2020",Actual,6/4/2020,"April 30, 2020",Actual,4/30/2020,1 Month,Observational [Patient Registry],MexCOVID-19,,Outcomes of Patients With COVID-19 in the Intensive Care Unit,Outcomes of Patients With COVID-19 in the Intensive Care Unit: A National Observational Study (Mexico COVID-19 ICU Study),Completed,,,150,Actual,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,,,,,False,,,,False,False,False,,,,,,,,,Undecided,All IPD that underlie could results in a publication.,2/1/2021 7:32:33 AM,2/1/2021 7:32:33 AM
NCT04615676,"ClinicalTrials.gov processed this data on January 29, 2021",11/3/2020,,,11/6/2020,11/3/2020,11/4/2020,Actual,,,,,,,11/6/2020,11/9/2020,Actual,"April 27, 2020",Actual,4/27/2020,November 2020,11/30/2020,"July 17, 2020",Actual,7/17/2020,"July 17, 2020",Actual,7/17/2020,1 Month,Observational [Patient Registry],COPREG,,Prospective Evaluation of the Predictive Criteria of Severity for Respiratory Infection Due to COVID-19 Virus,Prospective Evaluation of the Predictive Criteria of Severity Related to Patient Calling Emergency Centre for Low or High Respiratory Infection With or Without Fever and Suspected to be COVID-19.,Completed,,,4734,Actual,"University Hospital, Toulouse",,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:52:21 AM,2/1/2021 6:52:21 AM
