nct_id,id,agency_class,lead_or_collaborator,name
NCT04635241,11070919,Other,collaborator,Helwan University
NCT04336462,11108629,Other,collaborator,Henan Provincial People's Hospital
NCT04366921,11104257,Other,collaborator,Henri Mondor University Hospital
NCT04387760,11100967,Other,collaborator,Hereditary blood Disorder Centre - Salmaniya Medical Complex
NCT04337541,11108465,Other,collaborator,Herlev Hospital
NCT04354818,11105970,Other,collaborator,Holdsworth House Medical Practice
NCT04399967,11099480,Other,collaborator,Hong Kong Council on Smoking and Health
NCT04348435,11106884,Other,collaborator,Hope Biosciences Stem Cell Research Foundation
NCT04362189,11104932,Other,collaborator,Hope Biosciences Stem Cell Research Foundation
NCT04361474,11105030,Other,collaborator,Hopital Lariboisière
NCT04369690,11103783,Other,collaborator,Hopital du Sacre-Coeur de Montreal
NCT04458337,11092444,Other,collaborator,Hopital du Sacre-Coeur de Montreal
NCT04380987,11102096,Other,collaborator,Hopitaux Robert Schuman (Luxembourg)
NCT04366921,11104258,Other,collaborator,Hospices Civils de Lyon
NCT04517396,11085245,Other,collaborator,"Hospital Adolfo Guevara Velasco, Peru"
NCT04394377,11100165,Other,collaborator,Hospital Alemão Oswaldo Cruz
NCT04403685,11099013,Other,collaborator,Hospital Alemão Oswaldo Cruz
NCT04479540,11089886,Other,collaborator,Hospital Ambroise Paré Paris
NCT04276688,11117279,Other,collaborator,"Hospital Authority, Hong Kong"
NCT04494399,11088075,Other,collaborator,"Hospital Authority, Hong Kong"
NCT04628195,11071795,Other,collaborator,Hospital Barros Luco Trudeau
NCT04355741,11105836,Other,collaborator,"Hospital CUF Infante Santo, S.A."
NCT04348409,11106891,Other,collaborator,Hospital Casa de Saúde - Vera Cruz - Campinas - SP - Brazil
NCT04423861,11096602,Other,collaborator,Hospital Casa de Saúde - Vera Cruz - Campinas - SP - Brazil
NCT04561219,11080006,Other,collaborator,"Hospital Central da Aeronáutica, Rio de Janeiro"
NCT04477954,11090079,Other,collaborator,Hospital Central de San Isidro Dr. Melchor Angel Posse
NCT04410562,11098222,Other,collaborator,Hospital Clinic of Barcelona
NCT04445597,11094007,Other,collaborator,Hospital Clinic of Barcelona
NCT04623177,11072393,Other,collaborator,Hospital Clinic of Barcelona
NCT04441385,11094548,Other,collaborator,Hospital Clínic de Barcelona
NCT04348461,11106881,Other,collaborator,Hospital Clínico Universitario Virgen de la Arrixaca
NCT04556565,11080584,Other,collaborator,Hospital Clínico Universitario de Valencia
NCT04707742,11062052,Other,collaborator,Hospital Clínico Universitario de Valencia
NCT04463706,11091803,Other,collaborator,Hospital Costa del Sol
NCT04463706,11091810,Other,collaborator,Hospital Donostia
NCT04363541,11104760,Other,collaborator,Hospital Dr. Ángel Leaño
NCT04561219,11080018,Other,collaborator,Hospital Eduardo de Menezes
NCT04556565,11080587,Other,collaborator,Hospital El Bierzo
NCT04384042,11101590,Other,collaborator,"Hospital Enche Besar Hajjah Khalsom, Kluang, Johor"
NCT04390165,11100670,Other,collaborator,"Hospital Enche Besar Hajjah Khalsom, Kluang, Johor"
NCT04415086,11097678,Other,collaborator,Hospital Ernesto Dornelles
NCT04386070,11101295,Other,collaborator,Hospital Español Veracruz
NCT04511429,11085988,Other,collaborator,Hospital Estadual da Criança
NCT04561219,11080023,Other,collaborator,Hospital Estadual de Doenças Tropicais Dr Anuar Auad
NCT04511429,11085989,Other,collaborator,Hospital Federal de Bonsucesso
NCT04388410,11100880,Other,collaborator,Hospital General Dr. Manuel Gea González
NCT04405310,11098840,Other,collaborator,Hospital General Naval de Alta Especialidad - Escuela Medico Naval
NCT04497311,11087709,Other,collaborator,Hospital General Regional de León
NCT04348461,11106877,Other,collaborator,Hospital General Universitario Gregorio Marañon
NCT04556565,11080585,Other,collaborator,Hospital General Universitario Gregorio Marañon
NCT04558996,11080281,Other,collaborator,Hospital General Universitario Gregorio Marañon
NCT04726137,11059685,Other,collaborator,Hospital General Universitario Gregorio Marañon
NCT04348461,11106880,Other,collaborator,Hospital General Universitario de Alicante
NCT04477954,11090078,Other,collaborator,Hospital General de Agudos D. F. Santojanni
NCT04434157,11095409,Other,collaborator,Hospital General de México Dr. Eduardo Liceaga
NCT04502667,11087072,Other,collaborator,Hospital General de México Dr. Eduardo Liceaga
NCT04513184,11085804,Other,collaborator,Hospital General de México Dr. Eduardo Liceaga
NCT04410562,11098230,Other,collaborator,Hospital General de Segovia
NCT04561219,11080024,Other,collaborator,Hospital Geral de Fortaleza
NCT04561219,11080015,Other,collaborator,Hospital Geral de São Mateus Dr Manoel Bifulco
NCT04429763,11095932,Other,collaborator,Hospital Infantil Universitario de San Jose
NCT04502667,11087071,Other,collaborator,Hospital Infantil de Mexico Federico Gomez
NCT04535791,11083120,Other,collaborator,Hospital Infantil de Mexico Federico Gomez
NCT04322123,11110725,Other,collaborator,Hospital Israelita Albert Einstein
NCT04327401,11109995,Other,collaborator,Hospital Israelita Albert Einstein
NCT04394377,11100161,Other,collaborator,Hospital Israelita Albert Einstein
NCT04403685,11099011,Other,collaborator,Hospital Israelita Albert Einstein
NCT04415086,11097676,Other,collaborator,Hospital Israelita Albert Einstein
NCT04466540,11091476,Other,collaborator,Hospital Israelita Albert Einstein
NCT04394182,11100186,Other,collaborator,Hospital La Milagrosa
NCT04384042,11101586,Other,collaborator,"Hospital Melaka, Melaka"
NCT04390165,11100666,Other,collaborator,"Hospital Melaka, Melaka"
NCT04366921,11104256,Other,collaborator,Hospital Miguel Servet
NCT04394377,11100164,Other,collaborator,Hospital Moinhos de Vento
NCT04403685,11099015,Other,collaborator,Hospital Moinhos de Vento
NCT04410107,11098284,Other,collaborator,Hospital Moinhos de Vento
NCT04466540,11091478,Other,collaborator,Hospital Moinhos de Vento
NCT04549922,11081412,Other,collaborator,Hospital Moinhos de Vento
NCT04561219,11080013,Other,collaborator,Hospital Municipal de Barueri Dr Francisco Moran
NCT04517396,11085247,Other,collaborator,"Hospital Nacional Alberto Sabogal Sologuren, Peru"
NCT04517396,11085249,Other,collaborator,"Hospital Nacional Carlos Seguín Escobedo, Peru"
NCT04517396,11085246,Other,collaborator,Hospital Nacional Edgardo Rebagliati Martins
NCT04517396,11085248,Other,collaborator,"Hospital Nacional Guillermo Almenara Irigoyen, Peru"
NCT04489446,11088633,Other,collaborator,"Hospital Naval Almirante Nef, Viña del Mar, Chile"
NCT04561219,11080008,Other,collaborator,Hospital Naval Marcilio Dias
NCT04410107,11098287,Other,collaborator,Hospital Nossa Senhora da Conceicao
NCT04391101,11100551,Other,collaborator,Hospital Pablo Tobón Uribe
NCT04384042,11101588,Other,collaborator,"Hospital Permai, Johor Bahru, Johor"
NCT04390165,11100668,Other,collaborator,"Hospital Permai, Johor Bahru, Johor"
NCT04384042,11101595,Other,collaborator,"Hospital Queen Elizabeth, Malaysia"
NCT04390165,11100675,Other,collaborator,"Hospital Queen Elizabeth, Malaysia"
NCT04384042,11101591,Other,collaborator,"Hospital Raja Perempuan Zainab II, Kota Bahru, Kelantan"
NCT04390165,11100671,Other,collaborator,"Hospital Raja Perempuan Zainab II, Kota Bahru, Kelantan"
NCT04384042,11101582,Other,collaborator,Hospital Raja Permaisuri Bainun
NCT04390165,11100662,Other,collaborator,Hospital Raja Permaisuri Bainun
NCT04473300,11090648,Other,collaborator,Hospital Rebagliati
NCT04490200,11088540,Other,collaborator,Hospital Regional da Asa Norte (HRAN)
NCT04561219,11080021,Other,collaborator,"Hospital Regional da Asa Norte, Brazil"
NCT04363541,11104759,Other,collaborator,Hospital Regional de Alta Especialidad Juan Graham Tabasco
NCT04388410,11100881,Other,collaborator,Hospital Regional de Alta Especialidad del Bajio
NCT04561219,11080014,Other,collaborator,Hospital Regional de Sorocaba Dr Adib Domingos Jatene
NCT04388410,11100877,Other,collaborator,Hospital San Jose Tec de Monterrey
NCT04347278,11107087,Other,collaborator,Hospital San Pedro de Alcántara
NCT04438980,11094859,Other,collaborator,Hospital Sant Joan Despí Moisès Broggi
NCT04366921,11104287,Other,collaborator,Hospital Sant Joan de Deu
NCT04410562,11098226,Other,collaborator,Hospital Sant Joan de Deu
NCT04726137,11059686,Other,collaborator,Hospital Sant Joan de Deu
NCT04352465,11106283,Other,collaborator,Hospital Santa Marcelina
NCT04610567,11074011,Other,collaborator,Hospital Santa Marcelina
NCT04366921,11104263,Other,collaborator,Hospital Sao Joao
NCT04480593,11089765,Other,collaborator,Hospital Sao Rafael
NCT04338906,11108276,Other,collaborator,"Hospital Schwabing Munich, Germany"
NCT04563065,11079793,Other,collaborator,Hospital Severo Ochoa
NCT04321278,11110870,Other,collaborator,Hospital Sirio-Libanes
NCT04322123,11110726,Other,collaborator,Hospital Sirio-Libanes
NCT04394377,11100163,Other,collaborator,Hospital Sirio-Libanes
NCT04403685,11099012,Other,collaborator,Hospital Sirio-Libanes
NCT04415086,11097675,Other,collaborator,Hospital Sirio-Libanes
NCT04466540,11091477,Other,collaborator,Hospital Sirio-Libanes
NCT04393818,11100249,Other,collaborator,Hospital Son Espases
NCT04384042,11101587,Other,collaborator,"Hospital Sultan Ismail, Johor Bahru, Johor"
NCT04390165,11100667,Other,collaborator,"Hospital Sultan Ismail, Johor Bahru, Johor"
NCT04384042,11101589,Other,collaborator,Hospital Sultanah Aminah Johor Bahru
NCT04390165,11100669,Other,collaborator,Hospital Sultanah Aminah Johor Bahru
NCT04384042,11101580,Other,collaborator,"Hospital Sultanah Maliha, Langkawi, Kedah"
NCT04390165,11100660,Other,collaborator,"Hospital Sultanah Maliha, Langkawi, Kedah"
NCT04384042,11101592,Other,collaborator,"Hospital Sultanah Nur Zahirah, Kuala Terengganu, Terengganu"
NCT04390165,11100672,Other,collaborator,"Hospital Sultanah Nur Zahirah, Kuala Terengganu, Terengganu"
NCT04384042,11101583,Other,collaborator,"Hospital Sungai Buloh, Selangor"
NCT04390165,11100663,Other,collaborator,"Hospital Sungai Buloh, Selangor"
NCT04386694,11101151,Other,collaborator,Hospital Tacchini/RS
NCT04384042,11101593,Other,collaborator,"Hospital Tengku Ampuan Afzan, Kuantan, Pahang"
NCT04390165,11100673,Other,collaborator,"Hospital Tengku Ampuan Afzan, Kuantan, Pahang"
NCT04384042,11101579,Other,collaborator,"Hospital Tuanku Fauziah, Kangar, Perlis"
NCT04390165,11100659,Other,collaborator,"Hospital Tuanku Fauziah, Kangar, Perlis"
NCT04384042,11101585,Other,collaborator,"Hospital Tuanku Jaafar, Seremban, Negeri Sembilan"
NCT04390165,11100665,Other,collaborator,"Hospital Tuanku Jaafar, Seremban, Negeri Sembilan"
NCT04380818,11102123,Other,collaborator,Hospital Universitari Sant Joan de Reus
NCT04505709,11086706,Other,collaborator,Hospital Universitario 12 de Octubre
NCT04556565,11080572,Other,collaborator,Hospital Universitario 12 de Octubre
NCT04558996,11080280,Other,collaborator,Hospital Universitario 12 de Octubre
NCT04463706,11091807,Other,collaborator,Hospital Universitario Araba
NCT04556565,11080588,Other,collaborator,Hospital Universitario Araba
NCT04552951,11081031,Other,collaborator,Hospital Universitario Central de Asturias
NCT04623177,11072398,Other,collaborator,Hospital Universitario Cruces
NCT04623177,11072392,Other,collaborator,Hospital Universitario Doctor Peset
NCT04556565,11080589,Other,collaborator,Hospital Universitario Donostia
NCT04505709,11086708,Other,collaborator,Hospital Universitario Fundacion Jimenez Diaz
NCT04410562,11098229,Other,collaborator,Hospital Universitario Fundación Alcorcón
NCT04707742,11062048,Other,collaborator,Hospital Universitario Fundación Jiménez Díaz
NCT04707742,11062049,Other,collaborator,Hospital Universitario General de Villalba
NCT04505709,11086709,Other,collaborator,Hospital Universitario Infanta Elena
NCT04707742,11062050,Other,collaborator,Hospital Universitario Infanta Elena
NCT04410562,11098228,Other,collaborator,Hospital Universitario Infanta Leonor
NCT04661527,11067801,Other,collaborator,Hospital Universitario Infanta Leonor
NCT04558996,11080282,Other,collaborator,Hospital Universitario La Fe
NCT04623177,11072395,Other,collaborator,Hospital Universitario La Fe
NCT04555005,11080792,Other,collaborator,Hospital Universitario La Paz
NCT04558996,11080279,Other,collaborator,Hospital Universitario La Paz
NCT04568863,11079119,Other,collaborator,Hospital Universitario La Paz
NCT04623177,11072394,Other,collaborator,Hospital Universitario La Paz
NCT04380818,11102121,Other,collaborator,Hospital Universitario Madrid Sanchinarro
NCT04347278,11107085,Other,collaborator,Hospital Universitario Marqués de Valdecilla
NCT04393818,11100246,Other,collaborator,Hospital Universitario Miguel Servet
NCT04519125,11085028,Other,collaborator,Hospital Universitario Nacional de Colombia
NCT04561219,11080009,Other,collaborator,Hospital Universitario Pedro Ernesto
NCT04556565,11080586,Other,collaborator,Hospital Universitario Principe de Asturias
NCT04366921,11104255,Other,collaborator,Hospital Universitario Ramon y Cajal
NCT04368897,11103934,Other,collaborator,Hospital Universitario Ramon y Cajal
NCT04519125,11085030,Other,collaborator,"Hospital Universitario San Jorge, Pereira."
NCT04556565,11080591,Other,collaborator,Hospital Universitario Torrecárdenas
NCT04505709,11086710,Other,collaborator,Hospital Universitario Virgen de la Arrixaca
NCT04707742,11062051,Other,collaborator,Hospital Universitario Virgen de la Arrixaca
NCT04347278,11107086,Other,collaborator,Hospital Universitario de Canarias
NCT04348461,11106879,Other,collaborator,Hospital Universitario de Salamanca
NCT04465474,11091606,Other,collaborator,Hospital Universitario de Torrejón
NCT04563065,11079796,Other,collaborator,Hospital Universitario de Torrejón de Ardoz
NCT04490200,11088542,Other,collaborator,Hospital Universitário de Brasília (HUB/UnB)
NCT04366921,11104254,Other,collaborator,Hospital Vall d'Hebron
NCT04556565,11080583,Other,collaborator,Hospital Vall d'Hebron
NCT04563065,11079795,Other,collaborator,Hospital Vall d'Hebron
NCT04315987,11111605,Other,collaborator,Hospital Vera Cruz
NCT04348409,11106890,Other,collaborator,Hospital Vera Cruz
NCT04394182,11100187,Other,collaborator,Hospital Vithas Valencia Consuelo
NCT04561219,11080007,Other,collaborator,Hospital da Força Aérea do Galeão
NCT04490200,11088541,Other,collaborator,Hospital da Região Leste (HRL)
NCT04561219,11080011,Other,collaborator,Hospital das Clínicas Luzia de Pinho Melo
NCT04659486,11068034,Other,collaborator,Hospital das Clínicas da Faculdade de Medicina da USP
NCT04561219,11080019,Other,collaborator,Hospital das Clínicas da Universidade Federal de Pernambuco
NCT04561219,11080020,Other,collaborator,"Hospital das Forças Armadas, Brazil"
NCT04463706,11091809,Other,collaborator,Hospital de Basurto
NCT04410107,11098282,Other,collaborator,Hospital de Clinicas de Porto Alegre
NCT04415086,11097674,Other,collaborator,"Hospital de Clínicas, Faculdade de Medicina Universidade Estadual de Campinas"
NCT04556565,11080590,Other,collaborator,Hospital de Cruces
NCT04561219,11080010,Other,collaborator,Hospital de Força Aérea de São Paulo
NCT04477954,11090077,Other,collaborator,Hospital de Infecciosas Francisco Javier Muniz
NCT04472078,11090800,Other,collaborator,Hospital de Niños R. Gutierrez de Buenos Aires
NCT04673279,11066344,Other,collaborator,Hospital de Niños R. Gutierrez de Buenos Aires
NCT04381884,11101945,Other,collaborator,Hospital de Pediatría Prof Dr. Juan P. Garrahan
NCT04429763,11095931,Other,collaborator,Hospital de San Jose
NCT04539873,11082611,Other,collaborator,Hospital de San Jose
