nct_id,id,intervention_type,name,description
NCT04542395,12942764,Behavioral,increasing willingness and uptake of covid-19 testing and vaccination,"provide/enhance knowledge, modify attitudes, motivate and provide skills and resources to reduce covid-19 related risk and challenges and increase willingness and uptake in covid-19 testing and vaccination."
NCT04511819,12942832,Drug,losmapimod oral tablet,this study includes a 14-day treatment period. patients will receive losmapimod 15 mg twice daily given as two 7.5 mg tablets per dose by mouth: for a total of 4 pills or 30 mg daily. the study drug should be taken with food when possible.
NCT04511819,12942833,Drug,placebo,this study includes a 14-day treatment period. patients will receive placebo twice daily given as two tablets per dose by mouth: for a total of 4 tablets daily. the study drug should be taken with food when possible.
NCT04466839,12942947,Other,questionnaire and interview,"the questionnaires are parkinson disease questionnaire-8 items (pdq-8) visual analog scale (vas) is visual analog scale visual numeric from 0 to 100, neuropsychiatric inventory-questionnaire-reduced (npi-r) and clinical global impression-impairment (cgi-i)."
NCT04466241,12942948,Drug,lopinavir/ritonavir,2 tablets morning and evening from day 1 to day 10
NCT04466241,12942949,Drug,telmisartan 40mg oral tablet,1 tablet daily from day 1 to day 10
NCT04466241,12942950,Drug,atorvastatin 20 mg oral tablet,1 tablet daily from day 1 to day 10
NCT04465552,12942954,Other,standard treatment for covid-19,"all patients admitted with covid-19 will be enrolled and followed for the duration of their hospitalization as well as during outpatient follow for up to 6 months, in those recovered, to assess clinical outcomes."
NCT04435522,12943024,Drug,maraviroc,"maraviroc will be administered for seven days. biomarkers of disease will be checked at time of enrollment, during and at the conclusion of therapy. the cytokine panel will consist of ccl5, il-6, and chitinase 3-like 1(chi3l1)."
NCT04426695,12943044,Drug,regn10933+regn10987 combination therapy,administered intravenously (iv) single dose
NCT04426695,12943045,Drug,placebo,placebo iv single dose
NCT04409847,12943069,Diagnostic Test,abpm,24 hour ambulatory blood pressure monitoring
NCT04409847,12943070,Diagnostic Test,ecg,electrocardiogram
NCT04409847,12943071,Diagnostic Test,fmd,flow mediated dilatation
NCT04409847,12943072,Diagnostic Test,pwv,pulse wave velocity
NCT04409847,12943073,Diagnostic Test,rarefaction,nailbed capillaroscopy
NCT04409262,12943074,Drug,remdesivir,participants will receive intravenous (iv) rdv
NCT04409262,12943075,Drug,tocilizumab,participants will receive iv tcz
NCT04409262,12943076,Drug,placebo,participants will receive iv placebo matched to tcz
NCT04407130,12943084,Drug,ivermectin + doxycycline + placebo,"arm i: 200 mcg/kg (12 mg tablet) ivermectin (ivera) single dose and 200 mg stat doxycycline day-1 followed by 100mg doxycycline 12hrly for 4 day (i.e. day2-day5)~placebo one tablet d2-5"
NCT04407130,12943085,Drug,ivermectin + placebo,arm ii: ivermectin - 200 mcg/kg (12 mg tablet) once per day d1-d5 + placebo two tablets d1 followed by placebo one tablet d2-5
NCT04407130,12943086,Drug,placebo,arm iii: 3 placebo tablets d1 followed by 2 tablets d2-5
NCT04378452,12943157,Behavioral,com-covid anonimous survey,"anonimous e-survey administered to the general population by sharing it through social and mass media, including questions on sociodemographic data, physical symptoms in the past 14 days compatible with sars-cov-2 infection, socio-economic impact of the covid-19 outbreak and psychological impact of the covid-19 outbreak and mental health status."
NCT04361344,12943184,Biological,blood sample,"clinical examination and blood samples will be done at inclusion (day 0), at day 7 (between day 4 and exit from intensive care) and at day 60."
NCT04721444,12946600,Diagnostic Test,machine learning classification of parenchymal lung change cause,"arms a & b: radiomics and deep-learning approaches will be used on patient's imaging to develop a feature vector that can distinguish parenchymal lung changes, e.g. infection from drug-toxicity."
NCT04721444,12946601,Diagnostic Test,machine learning classification of recurrence and non-recurrence,arm c: radiomics and deep-learning approaches will be used on patient's imaging to develop a risk-signature for recurrence of malignancy following radical treatment
NCT04716972,12946606,Other,questionnaire,online survey
NCT04716972,12946607,Other,interview,interview
NCT04663945,12946725,Behavioral,biobehavioral tele-rehabilitation sessions,biobehavioral tele-rehabilitation sessions
NCT04663737,12946726,Drug,silmitasertib,capsules
NCT04663737,12946727,Drug,soc,some therapeutics for covid-19 are available through eua. soc treatment availability is expected to change during the course of this trial.
NCT04595773,12946946,Other,aerobic exercise training,"aerobic exercise training will consist of 10 weeks of aerobic exercise, performed 3 times/week for 30 minutes. each session will include a warm-up and cool-down period. the intensity will be guided by heart rate and gradually increased from light-moderate to moderate-high intensity as safely tolerated by the subject. all sessions are supervised by credentialed rmd staff members."
NCT04595773,12946947,Other,education,"education consisting of weekly lectures lasting approximately 1 hour for 10 weeks. topics related to exercise programming, safety and well-being will be covered.~conducted remotely by credential rmd staff members."
NCT04584567,12946964,Drug,doxycycline,daily (100mg)
NCT04579458,12946977,Procedure,collection of tears and saliva.,saliva and ocular tears will be collected.
NCT04569786,12946999,Biological,v590,"single dose of v590 administered via intramuscular (im) injection with dosage levels of 5.00x10⁵ pfu/ml (panels a, e), 2.40x10⁶ pfu/ml (panels b, f), 1.15x10⁷ pfu/ml (panels c, g), 5.55x10⁷ pfu/ml (panels d, h, i)."
NCT04569786,12947000,Other,placebo,placebo administered via im injection.
NCT04568122,12947003,Device,saliva test kit,kit including tube with closed reagents using loop-mediated isothermal amplification (lamp) assay to detect sars-cov-2 virus.
NCT04537650,12947069,Diagnostic Test,videofluoroscopic swallowing study (vfss),a standardized dynamic radiographic examination of oropharyngeal swallowing
NCT04490486,12947191,Biological,uc-mscs,100 x 106 (100 million) ucmscs delivered via peripheral intravenous infusion.
NCT04490486,12947192,Other,placebo,"placebo, a solution of 1% human serum albumin in plasmalyte a, delivered via peripheral intravenous infusion"
NCT04480411,12947215,Behavioral,doctorgram patient kit,participants will use the doctorgram patient kit for remote monitoring and remote use stethoscope.
NCT04404426,12947329,Dietary Supplement,l-citrulline,administration of citrulline enterally for 7 days.
NCT04404426,12947330,Other,placebo,administration of placebo (water) enterally for 7 days
NCT04402970,12947333,Drug,dornase alfa inhalation solution,nebulized dornase alfa
NCT04382625,12947378,Drug,hydroxychloroquine,"hydroxychloroquine is currently widely used for treatment of autoimmune disease including systemic lupus erythematosus and rheumatoid arthritis, and it has been used to prevent and treat malaria."
NCT04370236,12947412,Drug,inb03,patients will receive up to two once per week subcutaneous injections of 1mg/kg inb03
NCT04370236,12947413,Drug,placebo,patients will receive up to two once per week subcutaneous injections of placebo
NCT04358549,12947438,Drug,favipiravir + standard of care,drug: favipiravir + standard of care favipiravir to be administered as an oral tablet or made into a slurry for subjects who cannot swallow tablets
NCT04358549,12947439,Drug,standard treatment for covid-19,standard of care
NCT04330586,12947511,Drug,ciclesonide metered dose inhaler [alvesco],ciclesonide 320ug oral inhalation q12h for 14 days
NCT04327206,12947515,Drug,bcg vaccine,"freeze-dried powder: live attenuated strain of mycobacterium bovis (bcg), danish strain 1331.~each 0.1 ml vaccine contains between 200000 to 800000 colony forming units. adult dose is 0.1 ml given by intradermal injection"
NCT04327206,12947516,Drug,0.9%nacl,0.9% sodium chloride injection
NCT04720118,12982102,Other,no intervention/observational,there is no intervention for this study.
NCT04730661,12982029,Diagnostic Test,sit to stand test,"the sit to stand test (or stst) is a test consisting of performing as many sit-to-stand tests as possible in one minute, from a chair without armrests.~we note before and during this test, the spo2 (pulsed oxygen saturation) (rest value and minimum value during exercise), heart rate (hr), dyspnea on the modified borg scale as well as the number of chair lifts performed. completely and minimum spo2 during the recovery phase.~the possible results from this one-minute test are as follows:~if spo2 <90% or appearance of signs of respiratory distress: immediate stop of the test and hospitalization~spo2 <90% or decrease in spo2 ≥ 4% during the test or during the recovery period: hospitalization~spo2 ≥90% and no decrease in spo2 ≥ 4% during the test or during the recovery period which will be 3 minutes maximum: discharge."
NCT04723459,12982076,Other,ivermectin,mask with ivermectin nano solution
NCT04710771,12982167,Other,prone lying position,patient lies on his/ her stomach facing floor.
NCT04710771,12982168,Other,alternate nostril breathing,"patient inspires with one nostril at a time, right or left one by one and expires by mouth."
NCT04708340,12982183,Drug,rejuveinix (rjx) active comparator,"active drug comprised of: ascorbic acid, magnesium sulfate heptahydrate, cyanocobalamin, thiamine, riboflavin 5' phosphate, niacinamide, pyridoxine, calcium d-pantothenate, and sodium bicarbonate."
