nct_id,id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
NCT04597216,6959175,N/A (Single arm trial),Single Group Assignment,,Diagnostic,,None (Open Label),,phase 1: patients with Covid-19 or with anotther respiratory infection phase 2 : patients with a supsected Covid-19,False,False,False,False
NCT04382092,6975806,N/A (Single arm trial),Single Group Assignment,,Diagnostic,,None (Open Label),,prospective interventional study,False,False,False,False
NCT04591158,6959640,N/A (Single arm trial),Single Group Assignment,,Diagnostic,,None (Open Label),"Providers are blinded from the subject's information from the clinical interviews when assessing LUS ultrasound findings, but will be unblinded when there is a disagreement between clinical and LUS findings. This allows information about the course of a subject's illness to not affect the LUS ultrasound findings.",,False,False,False,False
NCT04343053,6979395,N/A (Single arm trial),Single Group Assignment,,Diagnostic,,None (Open Label),Technicians performing assays will be blinded to stage of the infection and outcomes,,False,False,False,False
NCT04401644,6974198,N/A (Single arm trial),Single Group Assignment,,Diagnostic,,None (Open Label),The participants and the primary care provider will be masked to the outcome of the test. The test will not be used to determine clinical care and the result of the original diagnostic test will be masked from the outcomes assessor of the novel test under investigation.,within group comparison of methods of detection of virus by two test methodologies. Post hoc validation of test performance against reference set.,False,False,False,False
NCT04610489,6958155,N/A (Single arm trial),Single Group Assignment,,Diagnostic,,None (Open Label),simultaneous acquisition of both test of interest and reference standard without contingency,,False,False,False,False
NCT04594278,6959400,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04572412,6961081,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04542421,6963383,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04527432,6964535,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04526145,6964634,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04453774,6970193,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04426292,6972304,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04405986,6973865,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04401046,6974244,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04383587,6975663,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04366882,6977215,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,,False,False,False,False
NCT04325867,6980928,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,All patients with severe cardiovascular disease benefit from this project,False,False,False,False
NCT04661813,6954212,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,Single arm hybrid type 3 implementation study,False,False,False,False
NCT04372030,6976748,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,This is an online survey completed by participants willing to take part,False,False,False,False
NCT04539821,6963583,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,This single-arm feasibility study will be conducted in two VA sites.,False,False,False,False
NCT04378738,6976122,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,a survey study of a cohort about social media awareness regarding coronavirus pandemic,False,False,False,False
NCT04361916,6977660,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,"single arm, open label trial on active home monitoring strategy",False,False,False,False
NCT04407208,6973771,N/A (Single arm trial),Single Group Assignment,,Health Services Research,,None (Open Label),,"single-arm, pre, and post-test dependent group",False,False,False,False
NCT04687488,6952238,N/A (Single arm trial),Single Group Assignment,,Other,,None (Open Label),,,False,False,False,False
NCT04526977,6964570,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04513964,6965568,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04510467,6965837,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04487951,6967568,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04484597,6967826,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04390269,6975071,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04376944,6976284,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04375137,6976458,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04365764,6977317,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04359927,6977837,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04344145,6979297,,,Case-Control,,Cross-Sectional,,,,False,False,False,False
NCT04654416,6954781,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04627623,6956839,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04618796,6957516,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04581044,6960418,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04569019,6961342,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04563442,6961770,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04525287,6964699,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04486729,6967662,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04437121,6971473,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04427735,6972193,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04409951,6973560,,,Case-Crossover,,Cross-Sectional,,,,False,False,False,False
NCT04703452,6951011,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04689464,6952086,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04664075,6954039,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04628208,6956794,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04625036,6957038,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04621214,6957331,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04613245,6957943,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04602351,6958780,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04552392,6962619,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04547218,6963016,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04536285,6963855,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04535297,6963931,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04531111,6964252,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04500600,6966596,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04482023,6968024,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04481477,6968066,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04474301,6968616,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04466371,6969225,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04440098,6971244,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04424446,6972446,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04409574,6973589,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04390165,6975079,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04385238,6975512,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04384471,6975583,,,Case-Only,,Cross-Sectional,,,,False,False,False,False
NCT04570982,6961191,,,Case-Crossover,,Prospective,,,,False,False,False,False
NCT04548492,6962918,,,Case-Crossover,,Prospective,,,,False,False,False,False
NCT04413058,6973322,,,Case-Crossover,,Prospective,,,,False,False,False,False
NCT04402853,6974105,,,Case-Crossover,,Prospective,,,,False,False,False,False
NCT04727294,6949177,,,Cohort,,Prospective,,,,False,False,False,False
NCT04726150,6949265,,,Cohort,,Prospective,,,,False,False,False,False
NCT04726137,6949266,,,Cohort,,Prospective,,,,False,False,False,False
NCT04725097,6949346,,,Cohort,,Prospective,,,,False,False,False,False
NCT04724707,6949376,,,Cohort,,Prospective,,,,False,False,False,False
NCT04724395,6949400,,,Cohort,,Prospective,,,,False,False,False,False
NCT04717024,6949967,,,Cohort,,Prospective,,,,False,False,False,False
NCT04716543,6950004,,,Cohort,,Prospective,,,,False,False,False,False
NCT04716465,6950010,,,Cohort,,Prospective,,,,False,False,False,False
NCT04715919,6950052,,,Cohort,,Prospective,,,,False,False,False,False
NCT04714333,6950174,,,Cohort,,Prospective,,,,False,False,False,False
NCT04714138,6950189,,,Cohort,,Prospective,,,,False,False,False,False
NCT04714125,6950190,,,Cohort,,Prospective,,,,False,False,False,False
NCT04713163,6950264,,,Cohort,,Prospective,,,,False,False,False,False
NCT04709302,6950561,,,Cohort,,Prospective,,,,False,False,False,False
NCT04709003,6950584,,,Cohort,,Prospective,,,,False,False,False,False
NCT04706533,6950774,,,Cohort,,Prospective,,,,False,False,False,False
NCT04706390,6950785,,,Cohort,,Prospective,,,,False,False,False,False
NCT04706143,6950804,,,Cohort,,Prospective,,,,False,False,False,False
NCT04705116,6950883,,,Cohort,,Prospective,,,,False,False,False,False
NCT04702295,6951100,,,Cohort,,Prospective,,,,False,False,False,False
NCT04701996,6951123,,,Cohort,,Prospective,,,,False,False,False,False
NCT04701892,6951131,,,Cohort,,Prospective,,,,False,False,False,False
NCT04699903,6951284,,,Cohort,,Prospective,,,,False,False,False,False
NCT04699578,6951309,,,Cohort,,Prospective,,,,False,False,False,False
NCT04697927,6951436,,,Cohort,,Prospective,,,,False,False,False,False
NCT04695678,6951609,,,Cohort,,Prospective,,,,False,False,False,False
NCT04695379,6951632,,,Cohort,,Prospective,,,,False,False,False,False
NCT04694768,6951679,,,Cohort,,Prospective,,,,False,False,False,False
NCT04694742,6951681,,,Cohort,,Prospective,,,,False,False,False,False
NCT04694651,6951688,,,Cohort,,Prospective,,,,False,False,False,False
NCT04694014,6951737,,,Cohort,,Prospective,,,,False,False,False,False
NCT04689711,6952067,,,Cohort,,Prospective,,,,False,False,False,False
NCT04689490,6952084,,,Cohort,,Prospective,,,,False,False,False,False
NCT04689477,6952085,,,Cohort,,Prospective,,,,False,False,False,False
NCT04686734,6952296,,,Cohort,,Prospective,,,,False,False,False,False
NCT04682132,6952650,,,Cohort,,Prospective,,,,False,False,False,False
NCT04681365,6952709,,,Cohort,,Prospective,,,,False,False,False,False
NCT04681040,6952734,,,Cohort,,Prospective,,,,False,False,False,False
NCT04680819,6952751,,,Cohort,,Prospective,,,,False,False,False,False
NCT04679584,6952846,,,Cohort,,Prospective,,,,False,False,False,False
NCT04679168,6952878,,,Cohort,,Prospective,,,,False,False,False,False
NCT04677478,6953008,,,Cohort,,Prospective,,,,False,False,False,False
NCT04675281,6953177,,,Cohort,,Prospective,,,,False,False,False,False
NCT04670003,6953583,,,Cohort,,Prospective,,,,False,False,False,False
NCT04669054,6953656,,,Cohort,,Prospective,,,,False,False,False,False
NCT04668313,6953713,,,Cohort,,Prospective,,,,False,False,False,False
NCT04667962,6953740,,,Cohort,,Prospective,,,,False,False,False,False
NCT04666779,6953831,,,Cohort,,Prospective,,,,False,False,False,False
NCT04666311,6953867,,,Cohort,,Prospective,,,,False,False,False,False
NCT04666285,6953869,,,Cohort,,Prospective,,,,False,False,False,False
NCT04666246,6953872,,,Cohort,,Prospective,,,,False,False,False,False
NCT04666207,6953875,,,Cohort,,Prospective,,,,False,False,False,False
NCT04666025,6953889,,,Cohort,,Prospective,,,,False,False,False,False
NCT04665245,6953949,,,Cohort,,Prospective,,,,False,False,False,False
NCT04664023,6954043,,,Cohort,,Prospective,,,,False,False,False,False
NCT04663776,6954062,,,Cohort,,Prospective,,,,False,False,False,False
NCT04659759,6954370,,,Cohort,,Prospective,,,,False,False,False,False
NCT04659356,6954401,,,Cohort,,Prospective,,,,False,False,False,False
NCT04659252,6954409,,,Cohort,,Prospective,,,,False,False,False,False
NCT04659187,6954414,,,Cohort,,Prospective,,,,False,False,False,False
NCT04657445,6954548,,,Cohort,,Prospective,,,,False,False,False,False
NCT04657419,6954550,,,Cohort,,Prospective,,,,False,False,False,False
NCT04657263,6954562,,,Cohort,,Prospective,,,,False,False,False,False
NCT04655612,6954689,,,Cohort,,Prospective,,,,False,False,False,False
NCT04649957,6955124,,,Cohort,,Prospective,,,,False,False,False,False
NCT04649931,6955126,,,Cohort,,Prospective,,,,False,False,False,False
NCT04648709,6955220,,,Cohort,,Prospective,,,,False,False,False,False
NCT04647994,6955275,,,Cohort,,Prospective,,,,False,False,False,False
NCT04646642,6955379,,,Cohort,,Prospective,,,,False,False,False,False
NCT04645498,6955467,,,Cohort,,Prospective,,,,False,False,False,False
NCT04645368,6955477,,,Cohort,,Prospective,,,,False,False,False,False
NCT04644302,6955559,,,Cohort,,Prospective,,,,False,False,False,False
NCT04644159,6955570,,,Cohort,,Prospective,,,,False,False,False,False
NCT04643548,6955617,,,Cohort,,Prospective,,,,False,False,False,False
NCT04641182,6955799,,,Cohort,,Prospective,,,,False,False,False,False
NCT04640610,6955842,,,Cohort,,Prospective,,,,False,False,False,False
NCT04635787,6956212,,,Cohort,,Prospective,,,,False,False,False,False
NCT04635592,6956227,,,Cohort,,Prospective,,,,False,False,False,False
NCT04633915,6956355,,,Cohort,,Prospective,,,,False,False,False,False
NCT04632732,6956446,,,Cohort,,Prospective,,,,False,False,False,False
NCT04632615,6956455,,,Cohort,,Prospective,,,,False,False,False,False
NCT04632355,6956475,,,Cohort,,Prospective,,,,False,False,False,False
NCT04630015,6956655,,,Cohort,,Prospective,,,,False,False,False,False
NCT04629001,6956733,,,Cohort,,Prospective,,,,False,False,False,False
NCT04628195,6956795,,,Cohort,,Prospective,,,,False,False,False,False
NCT04625296,6957018,,,Cohort,,Prospective,,,,False,False,False,False
NCT04624997,6957041,,,Cohort,,Prospective,,,,False,False,False,False
NCT04624503,6957078,,,Cohort,,Prospective,,,,False,False,False,False
NCT04623177,6957180,,,Cohort,,Prospective,,,,False,False,False,False
NCT04623138,6957183,,,Cohort,,Prospective,,,,False,False,False,False
NCT04619693,6957447,,,Cohort,,Prospective,,,,False,False,False,False
NCT04619407,6957469,,,Cohort,,Prospective,,,,False,False,False,False
NCT04619368,6957472,,,Cohort,,Prospective,,,,False,False,False,False
NCT04618835,6957513,,,Cohort,,Prospective,,,,False,False,False,False
NCT04615728,6957752,,,Cohort,,Prospective,,,,False,False,False,False
NCT04615676,6957756,,,Cohort,,Prospective,,,,False,False,False,False
NCT04615390,6957778,,,Cohort,,Prospective,,,,False,False,False,False
NCT04615208,6957792,,,Cohort,,Prospective,,,,False,False,False,False
NCT04615195,6957793,,,Cohort,,Prospective,,,,False,False,False,False
NCT04615000,6957808,,,Cohort,,Prospective,,,,False,False,False,False
NCT04611269,6958095,,,Cohort,,Prospective,,,,False,False,False,False
NCT04611243,6958097,,,Cohort,,Prospective,,,,False,False,False,False
NCT04611230,6958098,,,Cohort,,Prospective,,,,False,False,False,False
NCT04610515,6958153,,,Cohort,,Prospective,,,,False,False,False,False
NCT04609501,6958231,,,Cohort,,Prospective,,,,False,False,False,False
NCT04609332,6958244,,,Cohort,,Prospective,,,,False,False,False,False
NCT04605692,6958523,,,Cohort,,Prospective,,,,False,False,False,False
